title,brand,superbowl_ads_dot_com_url,youtube_url,year,funny,celebrity,danger,animals,use_sex,view_count,like_count,dislike_count,comment_count
Pepsi Super Bowl Commercial TV AD 2013 Party HD,Pepsi,https://superbowl-ads.com/video-2013-pepsi-next-super-bowl-xlvii-commercial-party/,https://www.youtube.com/watch?v=WAySopBmbtI,2013,TRUE,FALSE,FALSE,FALSE,TRUE,987,2,0,0
Budweiser Dale Earnhardt Jr Forgotten Lipstick Commercial,Budweiser,https://superbowl-ads.com/2004-budweiser-lipstick/,https://www.youtube.com/watch?v=zM4rU4jit5k,2004,TRUE,TRUE,FALSE,TRUE,TRUE,88458,351,6,30
Hyundai Assurance Super Bowl Ad [HQ],Hynudai,https://superbowl-ads.com/2009-hyundai-assurance-contract/,https://www.youtube.com/watch?v=lzQ2NeqjYS0,2009,FALSE,FALSE,FALSE,FALSE,FALSE,7253,6,1,0
"Budweiser Puppy Commercial - Budweiser super bowl commercial 2014 ""Puppy love"" [EXTENDED]",Budweiser,https://superbowl-ads.com/2014-budweiser-puppy-love/,https://www.youtube.com/watch?v=gUGGepL5gGU,2014,FALSE,FALSE,FALSE,TRUE,FALSE,81183,232,38,10
Coca-Cola: 'Make It Happy',Coca-Cola,https://superbowl-ads.com/2015-coca-cola-make-it-happy/,https://www.youtube.com/watch?v=1AeG8tCzTGw,2015,FALSE,FALSE,FALSE,FALSE,FALSE,48617,331,18,42
NFL- Crazy,NFL,https://superbowl-ads.com/2003-nfl-crazy-with-don-cheadle/,https://www.youtube.com/watch?v=Bs0Iwwl-5Lk,2003,FALSE,TRUE,FALSE,FALSE,FALSE,18670,42,1,4
Doritos Sling Baby,Doritos,https://superbowl-ads.com/2012-doritos-sling-baby/,https://www.youtube.com/watch?v=6SWNLDdnz0A,2012,TRUE,FALSE,FALSE,FALSE,FALSE,176373378,275362,92990,1234
Britney Spears - Pepsi Now and Then Commercial [HD Master],Pepsi,https://superbowl-ads.com/2002-pepsi-generations-with-britney-spears/,https://www.youtube.com/watch?v=TG4giyL-4Sk,2002,FALSE,TRUE,FALSE,FALSE,TRUE,385777,5929,73,261
Bud Light - Cedric the entertainer Superbowl XXXVI Commercial 2002,Bud Light,https://superbowl-ads.com/2002-bud-light-cedric-advice/,https://www.youtube.com/watch?v=OfLLLnAngZI,2002,TRUE,TRUE,TRUE,FALSE,TRUE,4641,19,0,2
budweiser wassup commercial,Budweiser,https://superbowl-ads.com/2000-budweiser-whaasup/,https://www.youtube.com/watch?v=JJmqCKtJnxM,2000,TRUE,FALSE,FALSE,FALSE,FALSE,3624622,24840,521,1498
Bud Light - Cedric Date,Bud Light,https://superbowl-ads.com/2001-bud-light-cedric-the-entertainer/,https://www.youtube.com/watch?v=h-HHbtwX5vY,2001,TRUE,TRUE,FALSE,FALSE,TRUE,998,3,0,0
2013 Hyundai Genesis Super Bowl 2013 Commercial 'Excited',Hynudai,https://superbowl-ads.com/video-2013-hyundai-genesis-super-bowl-xlvii-commercial/,https://www.youtube.com/watch?v=mOatp4Xi7IU,2013,FALSE,FALSE,FALSE,FALSE,FALSE,1190,5,0,0
New Toyota Camry - My Bold Dad | Commercial USA 2015,Toyota,https://superbowl-ads.com/toyota-camry-2015-super-bowl-xlix-ad-my-bold-dad/,https://www.youtube.com/watch?v=9u4--TxE2gI,2015,FALSE,FALSE,FALSE,FALSE,FALSE,32091,266,6,15
Super Bowl XXXIV Commercial. Budweiser. The Dog Star.,Budweiser,https://superbowl-ads.com/2000-budweiser-rex/,https://www.youtube.com/watch?v=GgXsLHifz9k,2000,TRUE,FALSE,TRUE,TRUE,FALSE,111442,163,5,8
Dorrito's featuring Ali Landry Television Commercial 2001 Tennis,Doritos,https://superbowl-ads.com/2001-doritos-ali-landry/,https://www.youtube.com/watch?v=xbrvsJZSxok,2001,TRUE,TRUE,FALSE,FALSE,TRUE,2985,15,0,1
Doritos Dogs - Crash the Super Bowl 2016 WINNER OFFICIAL,Doritos,https://superbowl-ads.com/doritos-2016-super-bowl-50-ad-doritos-dogs/,https://www.youtube.com/watch?v=MNRAdrB9TSs,2016,TRUE,FALSE,FALSE,TRUE,FALSE,1214968,2534,60,226
"New Super Bowl Commercial 2008 - Bud Light: ""Ability to Fly",Bud Light,https://superbowl-ads.com/2008-bud-light-ability-to-fly/,https://www.youtube.com/watch?v=-axbiEJiRGw,2008,TRUE,FALSE,FALSE,FALSE,FALSE,9335,12,1,1
2007 Super Bowl Commercial Doritos Checkout Girl,Doritos,https://superbowl-ads.com/2007-doritos-check-out-girl/,https://www.youtube.com/watch?v=nIcFZzdXSrU,2007,TRUE,FALSE,FALSE,FALSE,TRUE,292010,244,74,52
Pepsi - Bob Dole Super Bowl XXXV 2001,Pepsi,https://superbowl-ads.com/2001-pepsi-bob-dole/,https://www.youtube.com/watch?v=6h7wifUL8mk,2001,TRUE,TRUE,FALSE,TRUE,TRUE,12106,10,1,1
"The Cult "" She Sells Sanctuary"" - Budweiser: 'Eternal Optimism' Ad",Budweiser,https://superbowl-ads.com/2012-budweiser-eternal-optimism/,https://www.youtube.com/watch?v=_GeiOdHsW_8,2012,FALSE,FALSE,FALSE,TRUE,TRUE,220292,572,100,271
Pepsi - Chessmaster Garry Kasparov Super Bowl XXXV 2001,Pepsi,https://superbowl-ads.com/2001-pepsi-kasparov-vs-pepsi-machine/,https://www.youtube.com/watch?v=pldGc0Cpf84,2001,TRUE,TRUE,TRUE,FALSE,FALSE,1475,14,0,2
ETrade Commercial - Matrix,E-Trade,https://superbowl-ads.com/2001-etrade-security-guard/,https://www.youtube.com/watch?v=39BL7iqe6pQ,2001,TRUE,FALSE,TRUE,FALSE,FALSE,6513,12,4,3
NSync - Budweiser Commercial,Budweiser,https://superbowl-ads.com/2001-budweiser-nsync/,https://www.youtube.com/watch?v=H9YdunAo3Ug,2001,FALSE,TRUE,FALSE,FALSE,FALSE,77142,334,4,71
